created_at,text
Thu Aug 29 16:55:40 +0000 2019,Like a Tennessee Stella McCartney   The full  StellaxTaylorSwift line is available until midnight eastern tonight
Wed Aug 28 20:52:00 +0000 2019,I can still see it all in my mind
Wed Aug 28 20:44:43 +0000 2019,I look through the windows of this love
Wed Aug 28 20:34:05 +0000 2019,This love is worth the fight
Wed Aug 28 20:24:34 +0000 2019,We were a fresh page on the desk  filling in the blanks as we go
Wed Aug 28 20:17:28 +0000 2019,It s been a long time coming but
Wed Aug 28 20:09:00 +0000 2019,Things will never be the same
Wed Aug 28 17:40:47 +0000 2019,Thank you  It s the nicest feeling when someone sees your intention  so glad you like the journals
Wed Aug 28 16:41:31 +0000 2019,Taylor Swift s diary entries are a must read companion to Lover  was a thing The New York Times said so here s where you can get them  I mean they literally said you must read them so
Tue Aug 27 22:59:13 +0000 2019,Thank you
Tue Aug 27 22:40:03 +0000 2019,Thank you
Tue Aug 27 22:37:15 +0000 2019,Thank you
Tue Aug 27 21:26:16 +0000 2019,There s a dazzling haze  a mysterious way about you dear
Tue Aug 27 20:58:20 +0000 2019,It s you and me  there s nothing like this
Tue Aug 27 20:50:44 +0000 2019,I once believed love would be burning red  but it s golden
Tue Aug 27 20:44:20 +0000 2019,Threw out our cloaks and our daggers because it s morning now
Tue Aug 27 20:38:06 +0000 2019,They say the road gets hard and you get lost when you re led by blind faith But we might just get away with it
Tue Aug 27 20:33:49 +0000 2019,We bless the rains on Cornelia Street  memorize the creaks in the floor
Tue Aug 27 20:16:33 +0000 2019,Thank you to the fans who voted  our excellent cast        and everyone who worked so hard on the You Need to Calm Down video    Video of the Year   I MEAN JUST WOW GUYS YOU DID THAT HUH
Mon Aug 26 20:28:16 +0000 2019,I ll tell you the truth  but never goodbye
Mon Aug 26 20:16:53 +0000 2019,And I hope I never lose you  hope it never ends
Mon Aug 26 20:06:57 +0000 2019,Lost my gloves  you give me one  Wanna hang out  Yeah  sounds like fun
Mon Aug 26 19:59:11 +0000 2019,This ultraviolet morning light below tells me this love is worth the fight
Mon Aug 26 19:59:11 +0000 2019,This ultraviolet morning light below tells me this love is worth the fight
Mon Aug 26 19:50:55 +0000 2019,Just wanna lift you up and not let you go
Mon Aug 26 19:43:06 +0000 2019,Barefoot in the kitchen  sacred new beginnings that became my religion  Listen
Mon Aug 26 17:31:40 +0000 2019,Ever since I saw Fleabag  I ve been all  I can t wait to see this woman host   and it s happening now   I get to be there too   I am in shambles     Oct 5th
Sun Aug 25 21:03:39 +0000 2019,"I think we  all  know how I feel about sequins    

New pieces are being added to the online store every day so keep checking back"
Sun Aug 25 19:47:11 +0000 2019,I get mystified by how this city screams your name
Sun Aug 25 19:38:14 +0000 2019,I m crazier for you than I was at sixteen
Sun Aug 25 19:33:03 +0000 2019,I want to drive away with you  I want your complications too
Sun Aug 25 19:25:09 +0000 2019,I m with you even if it makes me blue
Sun Aug 25 19:15:08 +0000 2019,Honey without all the exes fights and flaws  we wouldn t be standing here so tall
Sun Aug 25 19:06:21 +0000 2019,You know I adore you
Sat Aug 24 22:58:16 +0000 2019,Stopped by the NYC pop up shop to celebrate Lover with the people who have made this week so insanely fun  Shout out to   for making the shop so NICE   Love you guys so much  EVERYONE LOOKS SO CUTE IN THEIR STELLAxTS MERCH
